unique_id,date,model,company,type,rating,price,battery_health
134289267903120,2022-02-15,Pixel 6,Google,android,5,568,51.8
134289267903072,2022-04-16,Galaxy 6,Samsung,android,3,517,88.05
134289267903024,2022-01-31,iphone 5,IPhone,apple,5,711,66.34
134289267902976,2022-01-13,iphone 7,IPhone,apple,4,732,74.46
134289267902928,2022-02-28,Galaxy 5,Samsung,android,3,840,94.38
134289267902880,2022-05-07,Pixel 4,Google,android,3,832,83.64
134289267902832,2022-01-24,Galaxy 6,Samsung,android,4,561,75.35
134289267902784,2022-07-15,Galaxy 5,Samsung,android,3,557,51.92
134289267902736,2022-03-01,Galaxy 4,Samsung,android,5,674,68.45
134289267902688,2022-02-02,Galaxy 5,Samsung,android,5,537,64.37
134289267902640,2022-03-23,Pixel 4,Google,android,5,643,85.63
134289267902592,2022-04-24,Pixel 6,Google,android,3,554,47.72
134289267902544,2022-03-08,iphone 5,IPhone,apple,3,578,82.1
134289267902496,2022-03-24,Galaxy 4,Samsung,android,4,501,51.65
134289267902448,2022-05-10,Pixel 5,Google,android,4,799,44.88
134289267902400,2022-02-15,Galaxy 5,Samsung,android,4,510,45.04
134289267902352,2022-07-25,Pixel 6,Google,android,5,595,92.29
134289267902304,2022-07-21,Pixel 6,Google,android,4,792,99.3
134289267902256,2022-06-04,Pixel 5,Google,android,5,835,43.83
134289267902208,2022-07-11,Galaxy 4,Samsung,android,5,869,
134289267902160,2022-03-06,Galaxy 4,Samsung,android,3,653,77.37
134289267901968,2022-04-19,Galaxy 4,Samsung,android,3,556,77.38
134289267901920,,iphone 6,IPhone,apple,4,527,57.94
134289267901872,2022-03-25,Pixel 5,Google,android,4,574,75.31
134289267901824,2022-01-23,iphone 5,IPhone,apple,3,752,90.2
134289267901776,2022-02-12,Pixel 5,Google,android,5,759,78.96
134289267901728,2022-03-02,Galaxy 6,Samsung,android,,533,42.31
134289267901680,2022-11-13,iphone 6,IPhone,apple,5,564,80.31
134289267901632,2022-06-24,Galaxy 6,Samsung,android,5,565,49.6
134289267901584,2022-07-14,iphone 6,IPhone,apple,4,625,88.31
134289267901536,2022-01-04,Galaxy 5,Samsung,android,3,539,52.88
134289267901488,2022-08-27,Galaxy 6,Samsung,android,4,526,64.51
134289267901440,2022-01-14,iphone 5,IPhone,apple,4,824,65.39
134289267901392,2022-04-08,iphone 7,IPhone,apple,4,865,49.71
134289267901344,2022-03-30,iphone 5,IPhone,apple,5,837,
134289267901296,2022-04-25,Pixel 6,Google,android,4,612,
134289267901248,2022-06-08,iphone 6,IPhone,apple,5,593,63.26
134289267901104,2022-01-17,iphone 6,IPhone,apple,4,621,74.77
134289267901056,2022-04-27,Galaxy 4,Samsung,android,3,743,67.95
134289267901008,2022-07-13,Pixel 4,Google,android,3,908,90.98
134289267900960,2022-02-15,Pixel 4,Google,android,4,502,
134289267900912,2022-08-02,iphone 7,IPhone,apple,2,579,58.97
134289267900864,2022-10-26,iphone 7,IPhone,apple,4,,57.89
134289267900816,2022-01-09,iphone 7,IPhone,apple,4,647,83.71
134289267900768,2022-01-22,Pixel 5,Google,android,3,578,65.61
134289267900720,2022-04-12,Galaxy 5,Samsung,android,4,694,63.76
134289267900672,,Pixel 6,Google,android,5,527,61.94
134289267900624,,iphone 6,IPhone,apple,3,634,73.92
134289267900576,,iphone 7,IPhone,apple,4,809,94.45
134289267900480,,iphone 6,IPhone,apple,4,646,75.95
134289267904992,2022-01-29,Galaxy 4,Samsung,android,4,540,83.82
134289267907296,2022-05-13,Galaxy 6,Samsung,android,4,512,90.94
134289267906912,2022-05-24,Pixel 6,Google,android,4,599,55.07
134289267908592,2022-01-04,Galaxy 5,Samsung,android,5,817,42.84
134289267908640,2022-02-13,Galaxy 6,Samsung,android,3,558,85.85
134289267908688,2022-02-24,Galaxy 5,Samsung,android,4,584,69.58
134289267908736,2022-05-03,Galaxy 6,Samsung,android,5,683,72.14
134289267908784,2022-02-01,iphone 6,IPhone,apple,5,565,92.56
134289267908832,2022-02-12,Galaxy 6,Samsung,android,4,559,61.48
134289267908880,2022-05-04,iphone 7,IPhone,apple,5,573,71.02
134289267908928,2022-03-10,iphone 5,IPhone,apple,4,605,89.0
134289267908976,2022-01-11,Pixel 6,Google,android,4,701,54.88
134289267909024,2022-02-06,Pixel 5,Google,android,2,598,83.38
134289267909072,2022-02-03,iphone 7,IPhone,apple,4,580,68.67
134289267909120,2022-04-02,Galaxy 6,Samsung,android,4,542,60.09
134289267909168,2022-03-05,Pixel 6,Google,android,3,684,94.68
134289267909216,2022-01-03,iphone 7,IPhone,apple,4,598,67.87
134289267909264,2022-01-10,iphone 5,IPhone,apple,2,834,84.27
134289267909312,2022-05-01,Galaxy 4,Samsung,android,2,623,64.39
134289267909360,2022-04-27,iphone 6,IPhone,apple,4,542,80.57
134289267909408,2022-04-18,iphone 6,IPhone,apple,,608,84.41
134289267909456,2022-08-18,Galaxy 5,Samsung,android,4,523,80.06
134289267909504,2022-03-25,Galaxy 4,Samsung,android,5,601,68.86
134289267909552,,iphone 5,IPhone,apple,5,734,69.0
134289267909600,2022-06-15,Pixel 6,Google,android,5,660,68.57
134289267909648,2022-04-11,iphone 6,IPhone,apple,3,656,
134289267909696,2022-05-30,Galaxy 5,Samsung,android,4,525,69.36
134289267909744,2022-04-07,Pixel 5,Google,android,3,528,80.94
134289267909792,2022-04-10,Galaxy 6,Samsung,android,5,616,65.75
134289267909840,2022-02-05,Galaxy 5,Samsung,android,3,638,71.27
134289267909888,2022-05-24,Pixel 6,Google,android,5,549,58.9
134289267909936,2022-01-29,Pixel 5,Google,android,2,644,65.77
134289267909984,2022-04-08,Pixel 4,Google,android,2,526,86.28
134289267910032,2022-02-13,Galaxy 6,Samsung,android,3,567,73.27
134289267910080,2022-03-12,Pixel 5,Google,android,5,875,69.04
134289267910128,2022-02-05,Pixel 5,Google,android,5,546,77.7
134289267910176,2022-04-25,iphone 7,IPhone,apple,3,782,62.25
134289267910224,2022-05-07,iphone 7,IPhone,apple,4,750,66.85
134289267910272,2022-05-18,Galaxy 6,Samsung,android,4,651,87.65
134289267910320,2022-03-22,iphone 5,IPhone,apple,4,,70.77
134289267910368,2022-02-21,Pixel 6,Google,android,4,506,82.0
134289267910416,2022-02-27,Pixel 5,Google,android,,609,68.24
134289267910464,2022-09-03,Pixel 5,Google,android,5,530,95.63
134289267910512,2022-02-18,iphone 6,IPhone,apple,4,700,78.5
134289267910560,,iphone 6,IPhone,apple,5,555,79.3
134289267910608,2022-03-01,iphone 7,IPhone,apple,5,513,78.77
134289267910656,2022-09-05,Galaxy 4,Samsung,android,4,524,66.01
134289267910704,2022-02-22,Pixel 4,Google,android,5,524,45.77
134289267910752,2022-04-06,Galaxy 5,Samsung,android,,634,88.56
134289267910800,2022-01-08,iphone 5,IPhone,apple,4,504,48.78
134289267910848,2022-02-24,iphone 7,IPhone,apple,5,524,42.94
134289267910896,2022-05-28,Pixel 6,Google,android,4,615,54.13
134289267910944,2022-03-25,iphone 6,IPhone,apple,5,521,94.33
134289267910992,2022-05-24,Pixel 4,Google,android,3,729,62.79
134289267911040,2022-06-10,Pixel 5,Google,android,5,540,45.26
134289267911088,2022-01-06,Galaxy 6,Samsung,android,2,519,70.23
134289267911136,2022-02-09,Galaxy 4,Samsung,android,,727,82.18
134289267911184,2022-01-02,iphone 7,IPhone,apple,4,785,73.66
134289267911232,2022-01-11,Pixel 4,Google,android,5,505,45.79
134289267911280,2022-03-13,iphone 5,IPhone,apple,4,525,57.48
134289267911328,2022-01-10,Galaxy 4,Samsung,android,5,680,72.23
134289267911376,2022-01-26,Pixel 4,Google,android,3,606,85.11
134289267911424,2022-01-11,iphone 6,IPhone,apple,4,520,91.57
134289267911472,2022-01-27,Galaxy 5,Samsung,android,4,504,78.82
134289267911520,2022-05-06,Pixel 6,Google,android,4,603,90.03
134289267911568,2022-01-09,Pixel 5,Google,android,4,603,
134289267911616,2022-07-14,Pixel 6,Google,android,4,602,60.71
134289267911664,2022-03-20,iphone 7,IPhone,apple,5,617,81.89
134289267911712,,Pixel 4,Google,android,5,515,66.33
134289267911760,2022-03-27,iphone 5,IPhone,apple,4,714,
134289267911808,2022-03-20,iphone 6,IPhone,apple,5,676,47.92
134289267911856,2022-04-29,Pixel 4,Google,android,4,632,99.55
134289267911904,2022-04-21,iphone 6,IPhone,apple,3,773,70.81
134289267911952,2022-09-30,Pixel 6,Google,android,5,526,
134289267912000,2022-01-17,Pixel 6,Google,android,4,510,86.5
134289267912048,2022-08-12,Galaxy 4,Samsung,android,5,604,55.86
134289267912096,2022-01-03,Galaxy 5,Samsung,android,5,616,40.75
134289267912144,2022-05-10,Pixel 5,Google,android,5,587,81.17
134289267912192,2022-07-10,Galaxy 4,Samsung,android,4,698,71.34
134289267912240,2022-01-26,iphone 7,IPhone,apple,3,539,58.46
134289267912288,2022-07-03,Galaxy 6,Samsung,android,5,,76.98
134289267912336,2022-04-29,iphone 6,IPhone,apple,5,534,79.97
134289267912384,2022-07-15,Galaxy 6,Samsung,android,5,547,74.71
134289267912432,2022-02-01,iphone 7,IPhone,apple,4,622,67.06
134289267912480,2022-06-09,Pixel 5,Google,android,4,784,
134289267912528,2022-01-18,Pixel 4,Google,android,4,713,49.95
134289267912576,2022-08-15,iphone 7,IPhone,apple,5,624,
134289267912624,2022-04-24,iphone 7,IPhone,apple,3,584,76.69
134289267912672,2022-04-10,iphone 5,IPhone,apple,4,540,60.66
134289267912720,2022-01-11,Pixel 5,Google,android,4,790,
134289267912768,2022-02-01,Pixel 6,Google,android,4,542,45.42
134289267912816,2022-04-15,iphone 7,IPhone,apple,5,502,42.82
134289267912864,2022-03-14,Galaxy 6,Samsung,android,4,676,64.44
134289267912912,2022-07-23,iphone 5,IPhone,apple,4,,55.57
134289267912960,2022-02-25,Galaxy 5,Samsung,android,5,755,87.17
134289267913008,2022-06-27,Galaxy 6,Samsung,android,5,581,61.11
134289267913056,2022-05-09,Pixel 5,Google,android,5,616,
134289267913104,2022-01-04,iphone 7,IPhone,apple,4,504,67.18
134289267913152,2022-01-21,iphone 5,IPhone,apple,3,564,82.29
134289267913200,2022-03-17,iphone 7,IPhone,apple,5,767,93.23
134289267913248,,Pixel 6,Google,android,5,674,59.85
134289267913296,,Galaxy 4,Samsung,android,4,557,68.81
134289267913344,2022-01-29,iphone 7,IPhone,apple,4,529,63.19
134289267913392,2022-01-12,Galaxy 4,Samsung,android,4,564,49.62
134289267913440,2022-02-14,iphone 7,IPhone,apple,3,582,82.29
134289267913488,2022-05-11,iphone 5,IPhone,apple,4,600,98.43
134289267913536,2022-06-12,Pixel 4,Google,android,4,505,48.12
134289267913584,2022-04-25,iphone 7,IPhone,apple,3,580,
134289267913632,2022-04-15,Galaxy 4,Samsung,android,5,667,43.78
134289267913680,2022-01-21,Pixel 5,Google,android,4,738,73.85
134289267913728,2022-04-20,iphone 7,IPhone,apple,3,521,51.3
134289267913776,2022-05-12,iphone 6,IPhone,apple,5,645,87.92
134289267913824,2022-04-29,Galaxy 5,Samsung,android,4,592,71.42
134289267913872,2022-03-22,Pixel 4,Google,android,4,635,57.88
134289267913920,2022-08-17,Galaxy 4,Samsung,android,5,757,69.93
134289267913968,2022-03-06,Pixel 6,Google,android,5,661,
134289267914016,2022-08-26,Pixel 4,Google,android,5,569,51.9
134289267914064,2022-02-19,Pixel 5,Google,android,3,560,65.36
134289267914112,2022-01-11,Pixel 5,Google,android,4,639,72.98
134289267914160,2022-04-19,Pixel 4,Google,android,4,525,76.23
134289267914208,2022-01-23,Galaxy 6,Samsung,android,2,754,42.96
134289267914256,,Pixel 4,Google,android,4,540,52.61
134289267914304,2022-12-03,iphone 5,IPhone,apple,5,578,89.15
134289267914352,2022-08-04,iphone 7,IPhone,apple,5,689,72.09
134289267914400,2022-05-07,iphone 5,IPhone,apple,4,623,55.04
134289267914448,2022-05-18,iphone 6,IPhone,apple,5,714,66.19
134289267914496,2022-09-12,Galaxy 5,Samsung,android,4,653,72.1
134289267914544,2022-03-18,iphone 5,IPhone,apple,4,618,96.82
134289267914592,,Pixel 5,Google,android,5,598,70.77
134289267914640,2022-01-08,Pixel 6,Google,android,4,521,73.2
134289267914688,2022-06-15,Galaxy 5,Samsung,android,4,628,69.34
134289267914736,2022-02-14,Galaxy 6,Samsung,android,4,692,44.48
134289267914784,2022-01-16,Pixel 4,Google,android,4,552,96.32
134289267914832,2022-01-15,Pixel 5,Google,android,2,576,90.14
134289267914880,2022-02-01,iphone 7,IPhone,apple,4,788,80.14
134289267914928,2022-01-09,Galaxy 5,Samsung,android,3,590,63.97
134289267914976,2022-01-05,Pixel 5,Google,android,4,785,78.86
134289267915024,,Galaxy 4,Samsung,android,5,537,70.53
134289267915072,2022-01-02,Galaxy 4,Samsung,android,3,712,75.02
134289267915120,2022-02-27,iphone 7,IPhone,apple,3,601,89.27
134289267915168,2022-03-02,iphone 7,IPhone,apple,5,516,53.06
134289267915216,2022-07-08,Galaxy 4,Samsung,android,3,964,52.7
134289267915264,2022-04-09,Pixel 6,Google,android,5,874,88.07
134289267915312,2022-04-23,Galaxy 4,Samsung,android,5,,47.23
134289267915360,2022-08-25,Pixel 4,Google,android,3,689,76.64
134289267915408,2022-09-30,Galaxy 6,Samsung,android,4,666,81.16
134289267915456,2022-03-23,Galaxy 5,Samsung,android,5,650,48.48
134289267915504,2022-07-15,iphone 6,IPhone,apple,3,503,55.7
134289267915552,2022-05-03,iphone 7,IPhone,apple,5,547,45.07
134289267915600,2022-03-26,iphone 7,IPhone,apple,4,546,78.18
134289267915648,2022-02-21,Pixel 5,Google,android,5,,67.56
134289267915696,2022-03-24,Galaxy 4,Samsung,android,4,543,88.66
134289267915744,2022-04-18,Pixel 6,Google,android,4,551,91.14
134289267915792,2022-03-29,Galaxy 5,Samsung,android,3,765,
134289267915840,2022-07-06,Galaxy 6,Samsung,android,5,858,84.7
134289267915888,2022-02-05,Pixel 5,Google,android,3,637,71.54
134289267915936,2022-01-07,Galaxy 4,Samsung,android,5,540,75.72
134289267915984,2022-07-12,iphone 7,IPhone,apple,4,683,69.95
134289267916032,2022-04-03,iphone 6,IPhone,apple,5,660,74.36
134289267916080,2022-03-03,iphone 6,IPhone,apple,5,500,70.15
134289267916128,2022-01-28,Pixel 4,Google,android,4,638,82.48
134289267916176,2022-09-03,iphone 6,IPhone,apple,5,677,75.02
134289267916224,2022-03-31,iphone 6,IPhone,apple,,519,85.39
134289267916272,2022-05-27,Pixel 4,Google,android,5,688,72.1
134289267916320,2022-04-07,Galaxy 4,Samsung,android,5,569,65.67
134289267916368,2022-06-16,iphone 5,IPhone,apple,5,,66.05
134289267916416,2022-02-23,Pixel 6,Google,android,5,668,63.29
134289267916464,2022-10-04,Galaxy 5,Samsung,android,4,600,40.23
134289267916512,2022-04-10,iphone 5,IPhone,apple,3,553,
134289267916560,,Galaxy 5,Samsung,android,3,586,52.17
134289267916608,2022-05-03,Pixel 5,Google,android,3,540,68.17
134289267916656,2022-01-04,iphone 6,IPhone,apple,3,546,57.91
134289267916704,2022-05-04,Galaxy 5,Samsung,android,,725,66.25
134289267916752,2022-02-09,Pixel 5,Google,android,5,557,69.98
134289270741200,2022-09-22,Galaxy 4,Samsung,android,4,567,68.77
134289270741488,2022-01-07,Galaxy 5,Samsung,android,2,522,66.01
134289270741440,2022-01-17,iphone 7,IPhone,apple,5,639,96.13
134289270741584,2022-01-03,iphone 7,IPhone,apple,4,659,62.89
134289270740624,2022-04-24,iphone 6,IPhone,apple,4,529,78.61
134289270740672,2022-02-16,iphone 6,IPhone,apple,3,563,90.19
134289270741152,2022-03-30,Galaxy 5,Samsung,android,4,657,88.38
134289270741104,2022-11-02,Pixel 6,Google,android,3,587,55.68
134289270740000,2022-03-11,Pixel 5,Google,android,4,596,80.4
134289270741824,2022-01-31,Pixel 6,Google,android,4,505,71.5
134289270741776,2022-02-06,Pixel 4,Google,android,,526,69.94
134289270741680,2022-01-23,Pixel 6,Google,android,3,607,96.56
134289270739520,2022-03-19,iphone 5,IPhone,apple,5,596,60.21
134289270734912,2022-03-11,Pixel 6,Google,android,5,,59.22
134289270734960,2022-08-23,iphone 7,IPhone,apple,5,596,73.44
134289270735008,2022-03-14,Galaxy 5,Samsung,android,4,560,82.2
134289270735056,2022-01-23,iphone 7,IPhone,apple,5,564,86.19
134289270735104,2022-06-13,Pixel 6,Google,android,4,635,78.29
134289270735152,2022-01-09,Pixel 5,Google,android,5,647,70.25
134289270735200,2022-02-23,Pixel 4,Google,android,5,544,50.52
134289270735248,2022-01-30,Pixel 4,Google,android,4,535,75.0
134289270735296,2022-01-17,iphone 7,IPhone,apple,4,588,51.04
134289270735344,2022-08-17,Pixel 4,Google,android,5,513,77.15
134289270735392,2022-01-14,Galaxy 5,Samsung,android,5,691,42.55
134289270735440,2022-05-16,Galaxy 4,Samsung,android,4,579,81.45
134289270735488,2022-04-18,iphone 5,IPhone,apple,2,524,67.82
134289270735536,2022-04-07,Pixel 6,Google,android,3,738,82.21
134289270735584,2022-01-19,Pixel 6,Google,android,4,762,74.97
134289270735632,2022-05-25,iphone 7,IPhone,apple,5,616,99.67
134289270735680,2022-01-10,Pixel 6,Google,android,5,510,67.27
134289270735728,2022-02-06,iphone 6,IPhone,apple,3,525,77.42
134289270735776,2022-05-17,iphone 5,IPhone,apple,5,506,53.66
134289270735824,2022-01-04,iphone 7,IPhone,apple,4,513,71.26
134289270735872,2022-06-12,Pixel 6,Google,android,4,,86.68
134289270735920,2022-04-26,Galaxy 6,Samsung,android,4,612,65.2
134289270735968,2022-08-05,iphone 7,IPhone,apple,5,597,47.38
134289270736016,2022-04-26,Pixel 4,Google,android,5,518,62.46
134289270736064,2022-06-22,iphone 6,IPhone,apple,4,774,76.83
134289270736112,2022-03-26,Pixel 5,Google,android,5,788,55.63
134289270736160,2022-02-01,Galaxy 5,Samsung,android,4,568,
134289270736208,2022-06-15,Galaxy 4,Samsung,android,5,534,73.22
134289270736256,2022-04-27,Galaxy 4,Samsung,android,4,544,
134289270736304,2022-01-24,Galaxy 4,Samsung,android,,748,77.29
134289270736352,2022-01-13,Galaxy 5,Samsung,android,4,669,62.88
134289270736400,2022-05-14,Galaxy 4,Samsung,android,4,512,46.51
134289270736448,2022-06-27,Galaxy 4,Samsung,android,4,624,48.88
134289270736496,2022-07-05,Pixel 6,Google,android,5,564,56.1
134289270736544,2022-05-18,Galaxy 6,Samsung,android,2,619,69.46
134289270736592,2022-02-09,iphone 7,IPhone,apple,4,599,47.89
134289270736640,2022-04-07,iphone 7,IPhone,apple,4,526,70.23
134289270736688,2022-03-13,Galaxy 6,Samsung,android,4,826,56.29
134289270736736,2022-04-13,iphone 6,IPhone,apple,4,649,76.91
134289270736784,2022-02-17,iphone 5,IPhone,apple,4,503,77.38
134289270736832,2022-01-31,iphone 6,IPhone,apple,4,550,46.2
134289270736880,2022-01-26,iphone 6,IPhone,apple,3,731,71.19
134289270736928,2022-05-29,iphone 5,IPhone,apple,4,677,47.64
134289270736976,,Galaxy 4,Samsung,android,4,520,63.52
134289270737024,2022-06-22,Galaxy 6,Samsung,android,3,847,65.46
134289270737072,2022-02-22,Galaxy 6,Samsung,android,4,653,64.51
134289270737120,2022-05-14,iphone 7,IPhone,apple,4,624,75.17
134289270737168,2022-02-20,Galaxy 5,Samsung,android,3,763,58.1
134289270737216,2022-03-05,Pixel 5,Google,android,2,621,84.83
134289270737264,2022-04-22,iphone 7,IPhone,apple,5,596,74.37
134289270737312,2022-03-08,iphone 6,IPhone,apple,5,548,89.74
134289270737360,2022-06-05,Galaxy 6,Samsung,android,4,678,72.19
134289270737408,2022-02-11,Pixel 6,Google,android,,595,59.35
134289270737456,,iphone 6,IPhone,apple,5,766,59.58
134289270737504,2022-03-12,iphone 6,IPhone,apple,5,677,88.78
134289270737552,2022-01-18,iphone 7,IPhone,apple,4,726,48.68
134289270737600,2022-02-19,Pixel 5,Google,android,5,682,56.92
134289270737648,2022-01-07,iphone 5,IPhone,apple,3,543,71.87
134289270737696,2022-01-14,iphone 7,IPhone,apple,3,521,47.33
134289270737744,2022-02-24,Pixel 4,Google,android,3,670,58.19
134289270737792,2022-06-22,iphone 7,IPhone,apple,5,551,47.2
134289270737840,2022-03-27,Galaxy 4,Samsung,android,3,803,56.78
134289270737888,2022-01-27,iphone 6,IPhone,apple,5,638,75.3
